OTUID	Sample01	Sample02	Sample03	Sample04	Sample05	Sample06	Sample07	Sample08	Sample_09	Sample10	Sample11
ASV3384	0	60	6	5	0	0	2	0	0	0	0
ASV3385	0	0	0	0	0	0	0	0	0	0	0
ASV3386	0	0	0	0	0	0	0	0	0	0	0
ASV3387	0	10	3	3	0	0	0	0	0	0	0
ASV3388	0	0	0	0	0	0	0	0	2	0	0
ASV3389	0	0	0	0	0	0	0	0	0	0	0
ASV3390	0	4	3	0	0	0	0	0	0	0	0
ASV3399	0	0	0	0	0	0	0	0	0	0	0
ASV3401	0	0	0	0	0	0	0	0	0	0	0
ASV3402	0	0	0	0	0	0	0	0	0	0	0
ASV3403	14	158	140	90	26	2	34	5	4	0	1
ASV3404	0	0	0	0	0	0	0	0	0	0	0
ASV3405	0	0	0	0	0	0	0	0	0	0	0
ASV3407	0	0	0	0	0	0	0	0	0	0	0
ASV3408	0	0	0	0	0	0	0	0	0	0	0
ASV3409	0	0	0	0	0	0	0	0	0	0	0
ASV3412	0	0	0	0	0	0	0	0	0	0	0
ASV3413	0	0	0	0	2	0	1	9	2	0	0
ASV3414	0	0	0	0	0	0	0	0	0	0	0
ASV3415	0	0	0	0	0	0	0	1	0	0	0
ASV3417	0	0	0	0	0	0	0	0	0	0	0
ASV3418	0	0	0	0	0	1	0	0	0	0	0
ASV3423	0	2	0	0	0	0	0	0	0	0	0
ASV3426	0	46	0	0	0	0	0	0	0	0	0
ASV3430	0	0	0	0	0	0	0	0	0	0	0
ASV3432	0	0	0	0	1	0	0	0	0	0	0
ASV3445	0	0	0	0	0	0	0	0	0	0	0
ASV3451	0	0	0	0	0	0	0	0	0	0	0
ASV3455	0	0	0	0	0	0	0	0	0	0	0
ASV3459	0	0	0	0	0	0	0	0	0	0	0
ASV3462	0	0	0	0	1	0	0	0	0	0	0
ASV3471	0	0	0	0	0	0	0	0	0	0	0
ASV3476	0	0	0	0	0	0	0	0	0	0	0
ASV3478	0	0	0	0	0	0	0	0	0	0	0
ASV3479	0	0	0	0	0	0	0	0	0	0	0
ASV3480	0	0	0	0	0	0	0	0	0	0	0
ASV3481	0	0	0	0	0	0	0	0	0	0	0
ASV3484	0	0	0	0	0	0	0	0	0	0	0
ASV3488	0	0	0	0	0	0	0	0	0	0	0
ASV3489	0	0	0	0	0	0	0	0	0	0	0
ASV3490	0	0	0	0	0	0	0	0	0	0	0
ASV3492	0	0	0	0	0	0	0	0	0	0	0
ASV3493	8	0	2	5	8	3	0	2	0	1	0
ASV3494	0	0	0	0	0	0	0	0	0	0	0
ASV3502	0	0	0	0	0	0	0	0	0	0	0
ASV3503	0	0	0	0	0	0	0	0	0	0	0
ASV3504	0	0	0	0	0	0	0	0	0	0	0
ASV3505	0	0	0	0	0	0	0	0	0	0	0
ASV3513	0	0	0	0	0	0	0	0	0	0	0
ASV3515	0	0	0	0	0	0	0	0	0	0	0
ASV3516	0	0	0	0	0	0	0	0	0	0	0
ASV3517	0	2	3	0	2	3	0	3	0	2	0
ASV3518	0	0	0	0	0	0	0	0	0	0	0
ASV3519	0	0	0	0	0	0	0	0	0	0	0
ASV3521	0	0	0	0	0	0	0	0	0	0	0
ASV3522	0	0	0	0	0	0	0	0	0	0	0
ASV3523	0	0	0	0	0	0	0	0	0	2	0
ASV3524	0	0	0	0	0	0	0	0	0	0	0
ASV3525	0	0	0	0	0	0	0	0	0	0	0
ASV3526	0	0	0	0	0	0	0	0	0	0	0
ASV3527	3	1	0	0	0	0	1	0	0	0	0
ASV3528	0	0	0	0	1	0	0	3	0	0	0
ASV3533	0	0	0	0	0	0	0	0	0	0	0
ASV3535	0	0	0	0	0	0	0	0	0	0	0
ASV3541	0	0	0	0	0	0	0	0	0	0	0
ASV3544	0	0	0	0	0	0	0	0	0	0	0
ASV3545	0	0	0	0	0	0	0	0	0	0	0
ASV3548	0	0	0	0	0	0	0	0	0	0	0
ASV3549	0	0	0	0	0	0	0	0	0	0	0
ASV3551	0	0	0	0	0	0	0	0	0	0	0
ASV3555	0	0	0	0	0	0	0	0	0	0	0
ASV3556	0	0	0	0	0	0	0	0	0	0	0
ASV3561	0	0	0	0	0	0	0	0	0	0	0
ASV3562	0	0	0	1	0	0	2	0	2	0	0
ASV3563	0	0	0	0	0	0	0	0	0	0	0
ASV3564	0	1	0	0	0	0	0	0	0	0	0
ASV3565	0	0	0	0	0	0	0	0	0	0	0
ASV3568	0	0	0	0	0	0	0	0	0	2	0
ASV3569	0	0	0	0	0	0	0	0	0	0	0
ASV3571	0	0	0	0	0	0	0	0	0	0	0
ASV3572	0	0	0	0	0	0	0	0	0	0	0
ASV3573	0	0	0	0	0	0	3	0	0	0	0
ASV3575	0	0	0	0	0	0	0	0	0	0	0
ASV3576	0	0	0	0	0	0	0	0	0	0	0
ASV3577	0	0	0	0	0	0	0	0	0	0	0
ASV3579	0	0	0	0	0	0	0	0	0	0	0
ASV3580	0	0	0	0	0	0	0	0	0	0	0
ASV3581	0	0	0	0	0	0	0	0	0	0	0
ASV3582	0	0	0	0	0	0	0	0	0	0	0
ASV3583	0	0	0	0	0	0	0	0	0	0	0
ASV3584	0	2	0	0	0	0	0	0	0	0	0
ASV3585	0	0	0	0	0	0	0	0	0	0	0
ASV3586	0	0	0	3	0	0	0	0	0	0	0
ASV3587	0	0	0	0	0	0	1	0	0	0	0
ASV3589	0	0	0	0	0	0	0	0	0	0	0
ASV3593	0	0	0	0	0	0	0	0	0	0	0
ASV3594	0	0	0	0	0	0	0	0	0	0	0
ASV3595	0	0	0	0	0	0	0	0	0	0	0
ASV3596	0	0	0	0	0	0	0	2	1	0	0
ASV3597	0	0	0	0	0	0	0	0	0	0	0
ASV3598	0	0	0	0	0	0	0	0	0	0	0
ASV3599	0	0	0	0	0	0	0	0	0	0	0
ASV3600	0	0	0	0	0	0	0	0	0	0	0
ASV3601	0	0	0	0	0	0	0	0	0	0	0
ASV3604	0	0	0	0	0	0	0	0	0	0	0
ASV3605	0	0	0	0	0	0	0	0	0	0	0
ASV3606	6	5	7	8	5	6	18	9	12	8	5
ASV3607	0	0	0	0	0	0	0	0	0	0	0
ASV3609	0	0	0	0	3	0	0	0	0	0	0
ASV3610	0	0	0	0	0	0	0	0	0	0	0
ASV3611	275	181	316	379	136	325	452	110	327	215	316
ASV3612	0	0	0	0	0	0	0	0	0	0	0
ASV3613	0	0	0	0	0	0	0	0	0	0	0
ASV3614	0	0	0	0	0	0	0	0	0	0	0
ASV3615	0	0	0	0	0	0	0	0	0	0	0
ASV3616	0	0	0	0	0	0	0	0	0	0	0
ASV3617	0	0	0	0	0	0	0	0	0	0	0
ASV3618	0	0	0	0	0	0	0	0	0	0	0
ASV3619	0	0	0	0	0	0	0	0	0	0	0
ASV3620	0	0	0	0	0	0	0	0	0	0	0
ASV3621	0	0	0	0	0	0	0	0	0	0	0
ASV3622	0	0	0	0	0	0	0	0	0	0	0
ASV3623	0	0	0	0	0	0	0	0	0	0	2
ASV3624	0	7	0	0	0	0	0	0	0	0	0
ASV3625	0	0	0	0	0	4	0	0	0	0	0
ASV3626	0	0	0	0	0	0	0	0	0	0	0
ASV3627	0	0	0	0	0	0	0	0	0	0	0
ASV3628	0	0	0	0	0	0	0	0	0	0	0
ASV3629	0	0	0	0	0	0	0	0	0	0	0
ASV3630	4	0	0	0	0	0	0	0	0	0	0
ASV3631	0	0	2	0	0	0	0	0	0	0	0
ASV3632	0	0	0	0	0	0	0	0	0	0	0
ASV3633	0	0	0	0	0	0	0	0	0	0	0
ASV3634	0	0	0	0	0	0	0	0	2	0	0
ASV3635	2	0	0	0	0	0	0	0	0	0	0
ASV3636	0	0	0	0	0	0	0	0	0	0	0
ASV3637	0	0	0	0	0	0	0	0	0	0	0
ASV3638	0	0	0	0	0	0	0	0	0	0	0
ASV3639	0	0	0	0	0	0	0	0	0	0	0
ASV3640	0	0	0	0	0	0	0	0	0	0	0
ASV3641	0	0	0	0	0	0	0	0	0	0	0
ASV3642	0	0	0	0	0	0	0	0	0	0	0
ASV3643	0	0	0	0	0	0	0	0	0	0	0
ASV3644	0	0	2	0	0	0	0	0	0	0	0
ASV3645	3	5	0	3	7	14	7	6	8	4	4
ASV3646	112	155	143	126	102	224	435	79	108	100	151
ASV3647	0	0	0	0	0	0	0	0	0	0	0
ASV3648	0	0	0	0	0	0	0	0	0	0	0
ASV3649	0	0	0	0	0	0	0	0	0	0	0
ASV3650	0	0	0	0	0	0	0	0	0	0	0
ASV3651	0	0	0	0	0	0	0	0	0	0	0
ASV3652	0	0	0	5	0	0	0	0	0	0	0
ASV3653	0	0	0	0	0	0	0	0	0	0	0
ASV3654	0	0	0	0	0	0	0	0	0	0	0
ASV3655	0	0	0	0	0	0	0	0	0	4	0
ASV3656	0	0	0	0	0	0	0	0	0	0	0
ASV3657	0	0	0	0	0	0	0	0	0	0	0
ASV3658	0	0	0	0	0	0	0	0	0	0	0
ASV3659	0	0	0	0	0	0	0	0	6	0	0
ASV3660	0	0	0	0	0	0	0	0	0	0	0
ASV3661	0	0	0	0	0	0	0	0	0	0	0
ASV3662	0	0	0	0	2	0	0	0	0	0	0
ASV3663	0	0	0	0	0	0	0	0	0	2	0
ASV3664	0	0	0	0	2	0	0	0	0	0	0
ASV3665	0	0	0	0	0	0	0	0	0	0	0
ASV3666	0	0	0	0	0	0	0	0	0	0	0
ASV3667	0	0	0	0	0	0	0	0	0	0	2
ASV3668	0	0	0	0	0	0	0	0	0	0	0
ASV3669	0	0	0	0	0	0	0	0	0	0	0
ASV3670	0	0	0	0	0	0	0	3	0	0	0
ASV3671	0	0	2	0	0	0	0	0	0	0	0
ASV3672	0	0	0	0	0	0	0	0	0	0	0
ASV3673	0	0	0	0	0	0	0	0	2	0	0
ASV3674	0	0	0	0	0	0	0	0	0	0	0
ASV3675	0	0	0	0	0	0	2	0	0	0	0
ASV3676	0	0	0	0	0	0	0	0	0	0	0
ASV3677	0	0	0	0	0	0	0	0	0	0	0
ASV3678	0	0	0	0	0	0	0	0	0	0	0
ASV3679	0	0	0	0	0	0	0	0	0	0	2
ASV3680	0	0	0	0	0	3	0	0	0	0	0
ASV3681	0	0	0	0	0	0	0	0	0	0	0
ASV3682	0	0	0	0	0	0	0	0	0	0	0
ASV3683	0	0	0	0	0	0	0	0	0	0	0
ASV3684	0	0	0	0	0	0	0	0	0	0	0
ASV3685	0	0	0	0	0	0	0	0	0	0	0
ASV3686	0	0	0	0	0	0	0	0	0	0	0
ASV3687	0	0	0	0	0	0	0	0	0	0	0
ASV3688	0	0	0	0	0	0	0	0	0	0	0
ASV3689	0	0	0	0	0	0	0	0	0	0	0
ASV3690	0	0	0	0	0	0	0	0	0	0	0
ASV3691	0	0	0	0	0	0	0	0	0	0	0
ASV3692	0	0	0	0	0	0	0	0	2	0	0
ASV3693	0	0	0	0	0	0	0	0	0	0	2
ASV3694	0	0	0	0	0	0	0	0	4	0	0
ASV3695	0	0	0	0	0	0	0	0	2	0	0
ASV3696	0	0	0	0	0	0	0	0	0	0	0
ASV3697	0	0	0	0	0	0	0	0	0	0	0
ASV3698	0	0	0	0	0	0	0	0	0	0	0
ASV3699	0	0	0	0	0	0	0	0	0	0	0
ASV3700	0	0	0	0	0	0	0	0	0	0	0
ASV3701	0	0	0	0	0	0	0	0	0	0	0
ASV3702	0	0	0	0	0	0	0	0	0	0	0
ASV3703	0	0	3	0	0	0	0	0	0	0	0
ASV3704	0	0	0	0	0	0	0	0	0	0	0
ASV3705	0	0	0	0	0	0	0	0	0	0	0
ASV3706	0	2	0	0	0	0	0	0	0	0	0
ASV3707	0	0	0	0	0	0	0	0	0	0	0
ASV3708	0	0	0	0	0	0	0	0	0	0	0
ASV3709	0	0	0	0	0	0	0	0	0	0	0
ASV3710	0	0	0	0	0	0	0	0	0	0	0
ASV3711	0	0	0	0	0	0	5	0	0	0	0
ASV3712	0	0	0	0	0	0	0	0	0	0	0
ASV3713	0	0	0	0	0	0	0	0	0	0	0
ASV3714	0	0	0	0	0	0	1	0	0	1	0
ASV3715	0	0	0	0	0	0	0	0	0	0	0
ASV3716	0	0	0	0	3	1	3	10	1	1	0
ASV3717	0	0	0	0	0	0	0	0	0	0	2
ASV3718	2	0	0	0	0	0	0	0	0	0	0
ASV3720	0	0	0	0	0	0	0	0	0	0	0
ASV3721	0	2	1	1	0	0	0	0	2	0	0
ASV3722	0	0	0	0	0	0	0	0	0	0	0
ASV3723	0	0	0	0	0	0	0	0	0	0	0
ASV3724	0	0	0	1	0	0	0	3	0	0	0
ASV3725	0	0	0	0	0	2	0	0	0	0	0
ASV3726	0	0	0	0	0	0	0	0	0	0	0
ASV3727	0	1	0	0	0	0	0	0	0	0	0
ASV3728	0	1	0	0	0	0	0	1	0	0	0
ASV3729	0	1	0	0	0	0	0	0	0	0	0
ASV3730	0	3	1	0	0	0	0	0	0	0	0
ASV3732	3	2	4	3	0	0	2	2	2	2	4
ASV3733	0	0	0	0	0	0	0	0	0	0	0
ASV3734	0	0	0	0	0	0	0	0	1	0	0
ASV3735	0	0	2	0	0	0	0	0	0	0	0
ASV3736	0	0	0	0	0	0	0	0	0	0	0
ASV3737	0	0	0	0	0	0	0	0	0	0	0
ASV3738	0	0	0	0	0	0	0	0	0	0	0
ASV3739	0	0	0	0	0	0	0	0	0	0	0
ASV3740	0	0	0	0	0	0	0	0	0	0	0
ASV3741	0	0	0	0	0	0	0	0	0	0	0
ASV3742	0	0	0	0	0	0	2	0	0	0	0
ASV3743	0	0	0	0	0	0	0	0	0	0	0
ASV3744	0	0	0	0	0	0	0	0	0	0	0
ASV3745	0	0	0	0	0	0	0	0	0	0	0
ASV3747	0	0	0	0	0	0	0	0	0	0	0
ASV3748	0	0	0	0	0	0	0	0	0	0	0
ASV3750	0	0	0	0	0	0	0	0	0	0	0
ASV3751	0	0	0	0	0	0	0	0	0	0	0
ASV3752	0	0	2	0	0	0	0	0	0	0	0
ASV3753	0	0	0	0	0	0	0	0	0	0	0
ASV3754	0	0	0	0	0	0	0	0	0	0	0
ASV3755	0	0	0	0	0	0	0	0	0	0	2
ASV3756	0	0	0	0	0	0	0	0	0	0	0
ASV3757	0	0	0	0	0	0	2	0	0	0	0
ASV3758	22	8	14	18	13	7	18	16	8	6	6
ASV3759	0	0	0	0	0	0	0	0	0	0	0
ASV3760	0	0	0	0	0	0	0	0	0	0	0
ASV3761	0	0	0	0	0	2	3	1	0	0	0
ASV3762	0	0	0	0	0	0	0	0	0	0	0
ASV3763	10	21	45	37	35	42	37	21	29	40	30
ASV3765	28	22	27	48	60	34	32	30	24	30	42
ASV3766	1	3	0	2	5	4	7	7	1	5	2
ASV3767	0	0	0	0	0	0	0	0	0	0	0
ASV3768	0	0	0	0	0	0	0	0	0	0	0
ASV3769	0	0	0	0	0	0	0	0	0	0	0
ASV3770	0	0	0	0	0	0	0	0	0	0	0
ASV3771	0	0	0	0	0	0	0	0	0	0	0
ASV3772	0	0	0	0	0	0	0	0	0	0	0
ASV3773	0	0	0	0	0	0	0	0	0	0	0
ASV3774	0	0	0	0	0	0	0	0	0	0	0
ASV3775	0	0	0	0	0	0	0	0	0	0	0
ASV3776	0	0	0	0	0	0	6	0	0	0	0
ASV3777	0	0	0	0	0	0	0	0	0	0	0
ASV3779	0	0	0	0	0	0	0	0	0	0	0
ASV3780	0	0	0	0	0	0	0	0	0	0	0
ASV3781	0	0	0	0	0	0	0	0	0	0	0
ASV3782	0	0	0	0	0	0	0	0	0	0	0
ASV3784	0	0	0	0	0	0	0	0	0	0	0
ASV3786	0	0	0	0	0	0	0	0	0	0	0
ASV3787	0	0	0	0	0	0	0	0	0	0	0
ASV3789	0	0	0	0	0	0	0	0	0	0	0
ASV3790	0	0	0	1	0	3	2	2	0	0	0
ASV3791	0	0	0	0	0	0	0	0	0	0	0
ASV3793	0	0	0	0	0	0	0	0	0	0	0
ASV3794	6	15	12	12	9	0	2	0	0	1	0
ASV3795	0	0	0	0	0	0	0	0	0	0	0
ASV3796	0	0	0	0	0	0	0	0	0	0	0
ASV3797	0	6	0	0	1	0	0	0	0	0	0
ASV3798	0	0	0	0	0	0	0	0	0	0	0
ASV3799	2	0	0	2	0	0	0	8	2	0	3
ASV3800	0	0	0	0	0	0	0	0	0	0	0
ASV3801	0	0	0	0	0	0	0	0	0	0	0
ASV3802	0	0	0	0	0	0	0	0	0	0	0
ASV3803	0	0	0	0	0	0	0	0	0	0	0
ASV3804	2	0	3	0	2	6	4	0	0	1	0
ASV3805	0	0	0	1	0	0	0	0	0	0	0
ASV3806	0	0	0	0	0	0	0	0	0	0	0
ASV3807	0	0	0	0	0	0	0	0	0	0	0
ASV3808	0	0	0	0	0	0	0	0	0	0	0
ASV3809	0	0	0	0	1	0	2	2	0	0	4
ASV3811	1	2	3	4	0	1	2	2	5	6	0
ASV3812	30	15	24	24	25	8	25	55	12	20	18
ASV3813	0	0	0	0	2	0	0	1	0	0	0
ASV3814	0	0	0	0	0	0	0	0	0	0	0
ASV3815	0	0	0	0	0	0	2	4	1	0	0
ASV3816	0	0	0	0	0	0	0	0	0	0	0
ASV3817	5	2	0	2	0	0	0	2	0	0	0
ASV3818	0	0	0	0	0	0	0	0	0	0	0
ASV3819	0	0	0	0	0	0	0	0	0	0	0
ASV3820	0	1	0	0	0	0	0	0	0	0	1
ASV3821	0	0	0	0	0	0	0	0	0	0	0
ASV3822	0	0	0	0	2	0	0	0	0	0	0
ASV3823	0	2	0	0	0	1	0	0	0	2	0
ASV3824	17	9	16	19	29	22	15	14	20	7	17
ASV3825	0	0	0	0	0	0	0	0	0	0	0
ASV3826	0	0	0	0	0	0	0	0	0	0	0
ASV3827	0	0	0	0	0	0	0	0	0	0	0
ASV3828	0	0	0	0	0	0	2	0	0	0	0
ASV3829	0	0	0	0	0	0	0	0	0	0	0
ASV3830	0	0	0	0	0	0	0	0	0	0	0
ASV3831	0	0	0	0	0	0	0	0	0	0	0
ASV3832	4	5	10	14	11	9	7	5	8	1	5
ASV3833	0	0	0	0	0	0	0	0	0	0	0
ASV3834	0	0	0	0	0	0	0	0	0	0	0
ASV3835	0	0	0	0	0	0	0	0	0	0	0
ASV3836	0	0	0	0	0	0	0	0	0	0	0
ASV3837	0	0	0	0	0	0	0	0	0	0	0
ASV3838	0	0	0	0	0	0	0	0	0	0	0
ASV3839	0	0	0	0	0	0	0	0	0	0	0
ASV3840	0	0	0	0	0	0	0	0	0	0	0
ASV3841	0	0	0	0	0	0	0	0	0	0	0
ASV3842	0	0	0	0	0	0	0	2	0	0	0
ASV3843	0	0	0	0	0	0	0	0	0	0	0
ASV3844	0	0	0	0	0	0	0	0	0	0	0
ASV3845	0	0	0	0	0	0	0	0	0	0	0
ASV3846	0	0	0	0	0	0	0	0	0	0	0
ASV3847	0	0	0	0	0	0	0	0	0	0	0
ASV3848	0	0	0	0	0	0	0	0	0	0	0
ASV3849	0	0	1	0	0	1	0	0	3	0	0
ASV3850	0	0	0	3	0	1	0	0	0	0	0
ASV3852	0	0	0	0	5	0	1	0	0	0	1
ASV3853	0	0	0	0	0	0	0	0	0	0	0
ASV3854	0	0	0	0	0	0	0	0	0	0	0
ASV3855	0	0	0	0	0	0	0	0	0	0	0
ASV3858	0	0	0	0	0	0	0	0	0	0	0
ASV3859	0	0	0	0	0	0	0	0	0	0	0
ASV3860	0	0	0	0	0	0	0	0	0	0	0
ASV3861	0	0	0	0	0	0	0	0	0	0	0
ASV3862	0	0	0	0	0	0	0	0	0	0	0
ASV3864	9	3	6	10	3	11	8	6	9	8	8
ASV3866	0	0	0	0	0	0	0	0	0	0	0
ASV3867	0	0	0	0	0	0	0	0	0	0	0
ASV3869	0	0	0	0	0	0	0	0	0	0	0
ASV3870	0	0	0	0	0	0	0	0	0	0	0
ASV3871	0	0	0	0	0	0	0	0	0	0	0
ASV3872	0	0	0	0	0	0	0	0	0	0	0
ASV3873	5	3	2	0	0	0	10	3	1	0	1
ASV3874	0	0	0	0	0	3	0	3	0	0	1
ASV3875	0	0	0	0	0	0	0	0	0	0	0
ASV3876	0	0	0	0	0	0	0	0	0	0	0
ASV3877	0	0	0	0	0	0	0	0	0	0	0
ASV3878	0	0	0	0	0	0	0	0	0	0	0
ASV3879	0	0	0	0	0	0	0	0	0	0	0
ASV3880	0	0	0	0	0	0	0	0	0	0	0
ASV3881	0	0	0	0	0	0	0	0	0	0	0
ASV3882	0	0	0	0	0	0	0	0	0	0	0
ASV3883	0	0	0	0	0	0	0	0	0	0	0
ASV3884	0	0	0	0	0	0	0	0	0	0	0
ASV3885	0	0	0	0	0	0	0	0	0	0	0
ASV3886	0	0	0	0	0	0	0	0	0	0	0
ASV3887	0	0	0	0	0	0	0	0	0	0	0
ASV3888	0	0	0	0	0	0	0	0	0	0	0
ASV3889	0	0	0	0	0	0	0	0	0	0	0
ASV3890	0	0	0	0	0	0	0	0	0	0	0
ASV3891	0	0	0	0	0	0	0	0	0	1	0
ASV3892	0	0	0	0	0	0	0	0	0	0	0
ASV3893	0	0	0	0	0	0	0	0	0	0	0
ASV3894	0	0	0	0	0	0	0	0	0	0	0
ASV3895	0	0	0	0	0	0	0	0	0	0	0
ASV3896	0	0	0	0	0	0	0	0	0	0	0
ASV3897	0	0	0	0	0	0	0	0	0	0	0
ASV3898	0	0	0	0	0	0	0	0	0	0	0
ASV3899	0	0	0	0	0	0	0	0	0	0	0
ASV3901	0	0	0	0	0	0	0	0	0	0	0
ASV3902	1	0	1	2	4	5	0	8	0	0	1
ASV3904	0	0	0	0	0	0	0	0	0	0	0
ASV3906	0	0	0	0	0	0	0	0	1	0	0
ASV3908	0	0	0	0	0	0	0	0	0	0	0
ASV3909	0	0	0	0	0	0	0	0	0	0	0
ASV3910	0	0	0	0	0	0	0	0	0	0	0
ASV3911	0	1	0	0	0	0	1	0	0	0	0
ASV3913	0	0	0	0	0	0	0	0	0	0	0
ASV3914	2	0	1	0	0	0	0	0	0	0	0
ASV3915	0	0	0	0	0	0	0	0	0	0	0
ASV3916	0	0	0	0	0	0	0	0	0	0	0
ASV3917	0	0	0	0	0	0	0	0	0	0	0
ASV3918	0	0	0	0	0	0	0	0	0	0	0
ASV3919	0	0	0	0	0	0	0	0	0	0	0
ASV3920	0	0	0	0	0	0	0	0	0	0	0
ASV3921	0	0	0	0	0	0	0	0	0	0	0
ASV3922	0	0	0	0	0	0	0	0	0	0	0
ASV3923	0	0	0	0	0	0	0	0	0	0	0
ASV3924	0	0	0	0	0	0	0	0	0	0	0
ASV3925	0	0	0	0	0	0	0	0	0	0	0
ASV3926	0	0	0	0	0	0	0	0	0	0	0
ASV3927	0	0	0	0	0	0	0	0	0	0	0
ASV3928	0	0	0	0	0	0	0	0	0	0	0
ASV3929	0	0	0	0	0	0	0	0	0	0	0
ASV3930	0	0	0	0	0	0	0	0	0	0	0
ASV3931	0	0	0	0	0	0	0	0	0	0	0
ASV3932	0	0	0	0	0	0	0	0	0	0	0
ASV3933	0	0	0	0	0	0	0	0	0	0	0
ASV3934	0	0	0	0	0	0	0	0	0	0	0
ASV3935	0	2	0	0	0	0	0	0	0	0	0
ASV3936	0	0	0	0	0	0	0	0	0	0	0
ASV3937	0	0	0	0	0	0	0	0	0	0	0
ASV3938	0	0	0	0	0	0	0	0	0	0	0
ASV3939	0	0	0	0	0	0	0	0	0	0	0
ASV3940	0	0	0	0	0	0	0	0	0	0	0
ASV3941	0	0	0	0	0	0	0	0	0	0	0
ASV3942	0	0	0	0	0	0	2	0	0	0	0
ASV3943	0	0	0	0	0	0	0	0	0	0	0
ASV3944	0	0	0	0	0	0	0	0	0	0	0
ASV3945	0	0	0	0	0	0	0	0	0	0	0
ASV3946	0	0	0	0	0	0	0	0	0	0	0
ASV3947	0	0	0	0	0	0	0	0	0	0	0
ASV3948	0	0	0	0	0	0	0	0	0	0	0
ASV3949	0	0	0	0	0	0	0	0	0	0	0
ASV3950	0	0	0	0	0	0	0	0	0	0	0
ASV3951	0	0	0	0	0	0	0	0	0	0	0
ASV3952	0	0	0	0	0	0	0	0	0	0	0
ASV3953	0	0	0	0	0	0	0	0	0	0	0
ASV3954	0	0	0	0	0	0	0	0	2	0	0
ASV3955	0	0	0	0	0	0	0	0	0	0	0
ASV3956	0	0	0	0	0	0	0	0	0	0	0
ASV3957	0	0	0	0	0	0	0	0	0	0	0
ASV3958	0	0	0	0	0	0	0	0	0	0	0
ASV3959	0	0	0	0	0	0	0	0	0	0	0
ASV3960	0	0	0	0	0	0	0	0	0	0	0
ASV3961	0	0	0	0	0	0	4	0	0	0	0
ASV3962	0	0	0	0	0	0	0	0	0	0	0
ASV3963	0	0	0	0	0	0	0	0	0	0	0
ASV3964	0	0	0	0	0	0	0	0	0	0	0
ASV3965	1	0	0	0	0	0	0	0	0	0	0
ASV3966	0	0	0	2	0	0	0	0	0	0	0
ASV3967	0	0	0	0	0	0	0	0	0	0	0
ASV3968	0	0	0	0	0	0	0	0	0	0	0
ASV3969	0	0	0	0	0	0	0	0	0	0	0
ASV3970	0	0	0	0	0	0	0	0	0	0	0
ASV3971	0	0	0	0	0	0	0	0	0	0	0
ASV3972	0	0	0	0	0	0	0	0	0	0	0
ASV3973	0	0	0	0	0	0	0	0	0	0	0
ASV3974	0	0	0	0	0	0	0	0	0	0	0
ASV3975	0	0	0	0	0	0	0	0	0	0	0
ASV3976	0	0	0	0	0	0	0	0	0	0	0
ASV3977	0	0	0	0	0	0	0	0	0	0	0
ASV3978	0	2	0	1	0	1	1	0	1	0	0
ASV3979	0	0	0	0	0	0	0	0	0	0	0
ASV3980	0	0	0	0	0	0	0	0	0	0	0
ASV3981	0	0	0	0	0	0	0	0	0	0	0
ASV3982	0	0	0	0	0	0	0	0	0	0	0
ASV3983	0	0	0	0	0	0	0	0	0	0	0
ASV3984	0	0	1	0	0	0	0	0	0	0	0
ASV3985	0	0	1	0	0	0	0	0	0	0	0
ASV3987	0	0	0	0	0	0	0	0	0	2	0
ASV3988	0	4	0	2	0	1	4	1	0	0	0
ASV3989	2	0	0	0	0	0	0	0	0	0	0
ASV3990	0	0	0	0	1	0	0	0	0	0	2
ASV3991	0	0	0	0	0	0	0	0	2	0	0
ASV3992	0	0	0	0	0	0	0	0	0	0	0
ASV3993	0	0	0	0	0	0	2	0	0	0	0
ASV3994	0	0	0	0	0	0	0	0	2	0	0
ASV3995	0	0	0	0	0	0	0	0	2	0	0
ASV3996	0	0	0	0	3	0	0	0	0	0	0
ASV3997	0	0	0	0	0	0	0	0	0	0	0
ASV3998	0	0	0	0	0	0	0	0	0	0	0
ASV3999	0	0	0	0	0	0	0	0	0	0	0
ASV4000	0	0	0	0	0	3	0	0	0	0	0
ASV4001	0	0	0	0	0	0	0	0	0	0	0
ASV4002	0	0	2	0	0	0	0	0	0	0	0
ASV4003	0	0	0	2	0	0	0	0	0	0	0
ASV4004	0	0	0	0	0	0	0	0	0	0	0
ASV4005	0	0	0	0	0	0	0	0	0	0	0
ASV4006	0	0	0	0	0	0	0	0	0	0	0
ASV4007	0	0	0	0	0	0	0	0	0	0	0
ASV4008	12	45	185	178	598	274	78	44	51	24	64
ASV4010	6	24	67	48	194	86	25	9	16	4	33
ASV4011	0	0	0	0	0	0	0	0	0	0	0
ASV4012	0	0	0	0	0	0	0	0	0	0	0
ASV4013	0	0	0	0	0	0	0	0	0	0	0
ASV4014	0	0	0	0	0	0	0	0	0	0	0
ASV4015	0	0	0	0	0	0	0	0	0	0	0
ASV4016	0	0	0	0	0	0	0	0	0	0	0
ASV4017	0	0	0	0	0	0	0	0	0	0	0
ASV4018	0	0	0	0	0	0	0	0	0	0	0
ASV4019	0	0	0	0	0	0	0	0	0	0	0
ASV4020	0	0	0	0	0	0	0	0	0	0	0
ASV4021	0	0	0	0	0	0	0	0	0	0	0
